"Program","Year","Period","Week Ending","Geo Level","State","State ANSI","Ag District","Ag District Code","County","County ANSI","Zip Code","Region","watershed_code","Watershed","Commodity","Data Item","Domain","Domain Category","Value","CV (%)"
"SURVEY","2015","WEEK #23","2015-06-07","STATE","MARYLAND","24","","","","","","","00000000","","SOIL","SOIL, SUBSOIL - MOISTURE, MEASURED IN PCT SURPLUS","TOTAL","NOT SPECIFIED","3",""
"SURVEY","2015","WEEK #23","2015-06-07","STATE","MARYLAND","24","","","","","","","00000000","","SOIL","SOIL, SUBSOIL - MOISTURE, MEASURED IN PCT VERY SHORT","TOTAL","NOT SPECIFIED","1",""
"SURVEY","2015","WEEK #23","2015-06-07","STATE","MARYLAND","24","","","","","","","00000000","","SOIL","SOIL, TOPSOIL - MOISTURE, MEASURED IN PCT ADEQUATE","TOTAL","NOT SPECIFIED","77",""
"SURVEY","2015","WEEK #23","2015-06-07","STATE","MARYLAND","24","","","","","","","00000000","","SOIL","SOIL, TOPSOIL - MOISTURE, MEASURED IN PCT SHORT","TOTAL","NOT SPECIFIED","8",""
"SURVEY","2015","WEEK #23","2015-06-07","STATE","MARYLAND","24","","","","","","","00000000","","SOIL","SOIL, TOPSOIL - MOISTURE, MEASURED IN PCT SURPLUS","TOTAL","NOT SPECIFIED","15",""
"SURVEY","2015","WEEK #23","2015-06-07","STATE","MARYLAND","24","","","","","","","00000000","","SOIL","SOIL, TOPSOIL - MOISTURE, MEASURED IN PCT VERY SHORT","TOTAL","NOT SPECIFIED","0",""
"SURVEY","2015","WEEK #24","2015-06-14","STATE","MARYLAND","24","","","","","","","00000000","","SOIL","SOIL, SUBSOIL - MOISTURE, MEASURED IN PCT ADEQUATE","TOTAL","NOT SPECIFIED","84",""
"SURVEY","2015","WEEK #24","2015-06-14","STATE","MARYLAND","24","","","","","","","00000000","","SOIL","SOIL, SUBSOIL - MOISTURE, MEASURED IN PCT SHORT","TOTAL","NOT SPECIFIED","7",""
"SURVEY","2015","WEEK #24","2015-06-14","STATE","MARYLAND","24","","","","","","","00000000","","SOIL","SOIL, SUBSOIL - MOISTURE, MEASURED IN PCT SURPLUS","TOTAL","NOT SPECIFIED","8",""
"SURVEY","2015","WEEK #24","2015-06-14","STATE","MARYLAND","24","","","","","","","00000000","","SOIL","SOIL, SUBSOIL - MOISTURE, MEASURED IN PCT VERY SHORT","TOTAL","NOT SPECIFIED","1",""
"SURVEY","2015","WEEK #24","2015-06-14","STATE","MARYLAND","24","","","","","","","00000000","","SOIL","SOIL, TOPSOIL - MOISTURE, MEASURED IN PCT ADEQUATE","TOTAL","NOT SPECIFIED","83",""
"SURVEY","2015","WEEK #24","2015-06-14","STATE","MARYLAND","24","","","","","","","00000000","","SOIL","SOIL, TOPSOIL - MOISTURE, MEASURED IN PCT SHORT","TOTAL","NOT SPECIFIED","3",""
"SURVEY","2015","WEEK #24","2015-06-14","STATE","MARYLAND","24","","","","","","","00000000","","SOIL","SOIL, TOPSOIL - MOISTURE, MEASURED IN PCT SURPLUS","TOTAL","NOT SPECIFIED","14",""
"SURVEY","2015","WEEK #24","2015-06-14","STATE","MARYLAND","24","","","","","","","00000000","","SOIL","SOIL, TOPSOIL - MOISTURE, MEASURED IN PCT VERY SHORT","TOTAL","NOT SPECIFIED","0",""
"SURVEY","2015","WEEK #25","2015-06-21","STATE","MARYLAND","24","","","","","","","00000000","","SOIL","SOIL, SUBSOIL - MOISTURE, MEASURED IN PCT ADEQUATE","TOTAL","NOT SPECIFIED","85",""
"SURVEY","2015","WEEK #25","2015-06-21","STATE","MARYLAND","24","","","","","","","00000000","","SOIL","SOIL, SUBSOIL - MOISTURE, MEASURED IN PCT SHORT","TOTAL","NOT SPECIFIED","3",""
"SURVEY","2015","WEEK #25","2015-06-21","STATE","MARYLAND","24","","","","","","","00000000","","SOIL","SOIL, SUBSOIL - MOISTURE, MEASURED IN PCT SURPLUS","TOTAL","NOT SPECIFIED","12",""
"SURVEY","2015","WEEK #25","2015-06-21","STATE","MARYLAND","24","","","","","","","00000000","","SOIL","SOIL, SUBSOIL - MOISTURE, MEASURED IN PCT VERY SHORT","TOTAL","NOT SPECIFIED","0",""
"SURVEY","2015","WEEK #25","2015-06-21","STATE","MARYLAND","24","","","","","","","00000000","","SOIL","SOIL, TOPSOIL - MOISTURE, MEASURED IN PCT ADEQUATE","TOTAL","NOT SPECIFIED","79",""
"SURVEY","2015","WEEK #25","2015-06-21","STATE","MARYLAND","24","","","","","","","00000000","","SOIL","SOIL, TOPSOIL - MOISTURE, MEASURED IN PCT SHORT","TOTAL","NOT SPECIFIED","1",""
"SURVEY","2015","WEEK #25","2015-06-21","STATE","MARYLAND","24","","","","","","","00000000","","SOIL","SOIL, TOPSOIL - MOISTURE, MEASURED IN PCT SURPLUS","TOTAL","NOT SPECIFIED","20",""
"SURVEY","2015","WEEK #25","2015-06-21","STATE","MARYLAND","24","","","","","","","00000000","","SOIL","SOIL, TOPSOIL - MOISTURE, MEASURED IN PCT VERY SHORT","TOTAL","NOT SPECIFIED","0",""
"SURVEY","2015","WEEK #26","2015-06-28","STATE","MARYLAND","24","","","","","","","00000000","","SOIL","SOIL, SUBSOIL - MOISTURE, MEASURED IN PCT ADEQUATE","TOTAL","NOT SPECIFIED","84",""
"SURVEY","2015","WEEK #26","2015-06-28","STATE","MARYLAND","24","","","","","","","00000000","","SOIL","SOIL, SUBSOIL - MOISTURE, MEASURED IN PCT SHORT","TOTAL","NOT SPECIFIED","2",""
"SURVEY","2015","WEEK #26","2015-06-28","STATE","MARYLAND","24","","","","","","","00000000","","SOIL","SOIL, SUBSOIL - MOISTURE, MEASURED IN PCT SURPLUS","TOTAL","NOT SPECIFIED","14",""
"SURVEY","2015","WEEK #26","2015-06-28","STATE","MARYLAND","24","","","","","","","00000000","","SOIL","SOIL, SUBSOIL - MOISTURE, MEASURED IN PCT VERY SHORT","TOTAL","NOT SPECIFIED","0",""
"SURVEY","2015","WEEK #26","2015-06-28","STATE","MARYLAND","24","","","","","","","00000000","","SOIL","SOIL, TOPSOIL - MOISTURE, MEASURED IN PCT ADEQUATE","TOTAL","NOT SPECIFIED","74",""
"SURVEY","2015","WEEK #26","2015-06-28","STATE","MARYLAND","24","","","","","","","00000000","","SOIL","SOIL, TOPSOIL - MOISTURE, MEASURED IN PCT SHORT","TOTAL","NOT SPECIFIED","1",""
"SURVEY","2015","WEEK #26","2015-06-28","STATE","MARYLAND","24","","","","","","","00000000","","SOIL","SOIL, TOPSOIL - MOISTURE, MEASURED IN PCT SURPLUS","TOTAL","NOT SPECIFIED","25",""
"SURVEY","2015","WEEK #26","2015-06-28","STATE","MARYLAND","24","","","","","","","00000000","","SOIL","SOIL, TOPSOIL - MOISTURE, MEASURED IN PCT VERY SHORT","TOTAL","NOT SPECIFIED","0",""
"SURVEY","2015","WEEK #27","2015-07-05","STATE","MARYLAND","24","","","","","","","00000000","","SOIL","SOIL, SUBSOIL - MOISTURE, MEASURED IN PCT ADEQUATE","TOTAL","NOT SPECIFIED","83",""
"SURVEY","2015","WEEK #27","2015-07-05","STATE","MARYLAND","24","","","","","","","00000000","","SOIL","SOIL, SUBSOIL - MOISTURE, MEASURED IN PCT SHORT","TOTAL","NOT SPECIFIED","3",""
"SURVEY","2015","WEEK #27","2015-07-05","STATE","MARYLAND","24","","","","","","","00000000","","SOIL","SOIL, SUBSOIL - MOISTURE, MEASURED IN PCT SURPLUS","TOTAL","NOT SPECIFIED","14",""
"SURVEY","2015","WEEK #27","2015-07-05","STATE","MARYLAND","24","","","","","","","00000000","","SOIL","SOIL, SUBSOIL - MOISTURE, MEASURED IN PCT VERY SHORT","TOTAL","NOT SPECIFIED","0",""
"SURVEY","2015","WEEK #27","2015-07-05","STATE","MARYLAND","24","","","","","","","00000000","","SOIL","SOIL, TOPSOIL - MOISTURE, MEASURED IN PCT ADEQUATE","TOTAL","NOT SPECIFIED","72",""
"SURVEY","2015","WEEK #27","2015-07-05","STATE","MARYLAND","24","","","","","","","00000000","","SOIL","SOIL, TOPSOIL - MOISTURE, MEASURED IN PCT SHORT","TOTAL","NOT SPECIFIED","5",""
"SURVEY","2015","WEEK #27","2015-07-05","STATE","MARYLAND","24","","","","","","","00000000","","SOIL","SOIL, TOPSOIL - MOISTURE, MEASURED IN PCT SURPLUS","TOTAL","NOT SPECIFIED","23",""
"SURVEY","2015","WEEK #27","2015-07-05","STATE","MARYLAND","24","","","","","","","00000000","","SOIL","SOIL, TOPSOIL - MOISTURE, MEASURED IN PCT VERY SHORT","TOTAL","NOT SPECIFIED","0",""
"SURVEY","2015","WEEK #28","2015-07-12","STATE","MARYLAND","24","","","","","","","00000000","","SOIL","SOIL, SUBSOIL - MOISTURE, MEASURED IN PCT ADEQUATE","TOTAL","NOT SPECIFIED","78",""
"SURVEY","2015","WEEK #28","2015-07-12","STATE","MARYLAND","24","","","","","","","00000000","","SOIL","SOIL, SUBSOIL - MOISTURE, MEASURED IN PCT SHORT","TOTAL","NOT SPECIFIED","6",""
"SURVEY","2015","WEEK #28","2015-07-12","STATE","MARYLAND","24","","","","","","","00000000","","SOIL","SOIL, SUBSOIL - MOISTURE, MEASURED IN PCT SURPLUS","TOTAL","NOT SPECIFIED","16",""
"SURVEY","2015","WEEK #28","2015-07-12","STATE","MARYLAND","24","","","","","","","00000000","","SOIL","SOIL, SUBSOIL - MOISTURE, MEASURED IN PCT VERY SHORT","TOTAL","NOT SPECIFIED","0",""
"SURVEY","2015","WEEK #28","2015-07-12","STATE","MARYLAND","24","","","","","","","00000000","","SOIL","SOIL, TOPSOIL - MOISTURE, MEASURED IN PCT ADEQUATE","TOTAL","NOT SPECIFIED","72",""
"SURVEY","2015","WEEK #28","2015-07-12","STATE","MARYLAND","24","","","","","","","00000000","","SOIL","SOIL, TOPSOIL - MOISTURE, MEASURED IN PCT SHORT","TOTAL","NOT SPECIFIED","5",""
"SURVEY","2015","WEEK #28","2015-07-12","STATE","MARYLAND","24","","","","","","","00000000","","SOIL","SOIL, TOPSOIL - MOISTURE, MEASURED IN PCT SURPLUS","TOTAL","NOT SPECIFIED","22",""
"SURVEY","2015","WEEK #28","2015-07-12","STATE","MARYLAND","24","","","","","","","00000000","","SOIL","SOIL, TOPSOIL - MOISTURE, MEASURED IN PCT VERY SHORT","TOTAL","NOT SPECIFIED","1",""
"SURVEY","2015","WEEK #29","2015-07-19","STATE","MARYLAND","24","","","","","","","00000000","","SOIL","SOIL, SUBSOIL - MOISTURE, MEASURED IN PCT ADEQUATE","TOTAL","NOT SPECIFIED","79",""
"SURVEY","2015","WEEK #29","2015-07-19","STATE","MARYLAND","24","","","","","","","00000000","","SOIL","SOIL, SUBSOIL - MOISTURE, MEASURED IN PCT SHORT","TOTAL","NOT SPECIFIED","5",""
"SURVEY","2015","WEEK #29","2015-07-19","STATE","MARYLAND","24","","","","","","","00000000","","SOIL","SOIL, SUBSOIL - MOISTURE, MEASURED IN PCT SURPLUS","TOTAL","NOT SPECIFIED","13",""
"SURVEY","2015","WEEK #29","2015-07-19","STATE","MARYLAND","24","","","","","","","00000000","","SOIL","SOIL, SUBSOIL - MOISTURE, MEASURED IN PCT VERY SHORT","TOTAL","NOT SPECIFIED","3",""
"SURVEY","2015","WEEK #29","2015-07-19","STATE","MARYLAND","24","","","","","","","00000000","","SOIL","SOIL, TOPSOIL - MOISTURE, MEASURED IN PCT ADEQUATE","TOTAL","NOT SPECIFIED","73",""
"SURVEY","2015","WEEK #29","2015-07-19","STATE","MARYLAND","24","","","","","","","00000000","","SOIL","SOIL, TOPSOIL - MOISTURE, MEASURED IN PCT SHORT","TOTAL","NOT SPECIFIED","5",""
"SURVEY","2015","WEEK #29","2015-07-19","STATE","MARYLAND","24","","","","","","","00000000","","SOIL","SOIL, TOPSOIL - MOISTURE, MEASURED IN PCT SURPLUS","TOTAL","NOT SPECIFIED","19",""
"SURVEY","2015","WEEK #29","2015-07-19","STATE","MARYLAND","24","","","","","","","00000000","","SOIL","SOIL, TOPSOIL - MOISTURE, MEASURED IN PCT VERY SHORT","TOTAL","NOT SPECIFIED","3",""
"SURVEY","2015","WEEK #30","2015-07-26","STATE","MARYLAND","24","","","","","","","00000000","","SOIL","SOIL, SUBSOIL - MOISTURE, MEASURED IN PCT ADEQUATE","TOTAL","NOT SPECIFIED","76",""
"SURVEY","2015","WEEK #30","2015-07-26","STATE","MARYLAND","24","","","","","","","00000000","","SOIL","SOIL, SUBSOIL - MOISTURE, MEASURED IN PCT SHORT","TOTAL","NOT SPECIFIED","9",""
"SURVEY","2015","WEEK #30","2015-07-26","STATE","MARYLAND","24","","","","","","","00000000","","SOIL","SOIL, SUBSOIL - MOISTURE, MEASURED IN PCT SURPLUS","TOTAL","NOT SPECIFIED","9",""
"SURVEY","2015","WEEK #30","2015-07-26","STATE","MARYLAND","24","","","","","","","00000000","","SOIL","SOIL, SUBSOIL - MOISTURE, MEASURED IN PCT VERY SHORT","TOTAL","NOT SPECIFIED","6",""
"SURVEY","2015","WEEK #30","2015-07-26","STATE","MARYLAND","24","","","","","","","00000000","","SOIL","SOIL, TOPSOIL - MOISTURE, MEASURED IN PCT ADEQUATE","TOTAL","NOT SPECIFIED","67",""
"SURVEY","2015","WEEK #30","2015-07-26","STATE","MARYLAND","24","","","","","","","00000000","","SOIL","SOIL, TOPSOIL - MOISTURE, MEASURED IN PCT SHORT","TOTAL","NOT SPECIFIED","11",""
"SURVEY","2015","WEEK #30","2015-07-26","STATE","MARYLAND","24","","","","","","","00000000","","SOIL","SOIL, TOPSOIL - MOISTURE, MEASURED IN PCT SURPLUS","TOTAL","NOT SPECIFIED","15",""
"SURVEY","2015","WEEK #30","2015-07-26","STATE","MARYLAND","24","","","","","","","00000000","","SOIL","SOIL, TOPSOIL - MOISTURE, MEASURED IN PCT VERY SHORT","TOTAL","NOT SPECIFIED","7",""
"SURVEY","2015","WEEK #31","2015-08-02","STATE","MARYLAND","24","","","","","","","00000000","","SOIL","SOIL, SUBSOIL - MOISTURE, MEASURED IN PCT ADEQUATE","TOTAL","NOT SPECIFIED","73",""
"SURVEY","2015","WEEK #31","2015-08-02","STATE","MARYLAND","24","","","","","","","00000000","","SOIL","SOIL, SUBSOIL - MOISTURE, MEASURED IN PCT SHORT","TOTAL","NOT SPECIFIED","9",""
"SURVEY","2015","WEEK #31","2015-08-02","STATE","MARYLAND","24","","","","","","","00000000","","SOIL","SOIL, SUBSOIL - MOISTURE, MEASURED IN PCT SURPLUS","TOTAL","NOT SPECIFIED","9",""
"SURVEY","2015","WEEK #31","2015-08-02","STATE","MARYLAND","24","","","","","","","00000000","","SOIL","SOIL, SUBSOIL - MOISTURE, MEASURED IN PCT VERY SHORT","TOTAL","NOT SPECIFIED","9",""
"SURVEY","2015","WEEK #31","2015-08-02","STATE","MARYLAND","24","","","","","","","00000000","","SOIL","SOIL, TOPSOIL - MOISTURE, MEASURED IN PCT ADEQUATE","TOTAL","NOT SPECIFIED","68",""
"SURVEY","2015","WEEK #31","2015-08-02","STATE","MARYLAND","24","","","","","","","00000000","","SOIL","SOIL, TOPSOIL - MOISTURE, MEASURED IN PCT SHORT","TOTAL","NOT SPECIFIED","12",""
"SURVEY","2015","WEEK #31","2015-08-02","STATE","MARYLAND","24","","","","","","","00000000","","SOIL","SOIL, TOPSOIL - MOISTURE, MEASURED IN PCT SURPLUS","TOTAL","NOT SPECIFIED","12",""
"SURVEY","2015","WEEK #31","2015-08-02","STATE","MARYLAND","24","","","","","","","00000000","","SOIL","SOIL, TOPSOIL - MOISTURE, MEASURED IN PCT VERY SHORT","TOTAL","NOT SPECIFIED","8",""
"SURVEY","2015","WEEK #32","2015-08-09","STATE","MARYLAND","24","","","","","","","00000000","","SOIL","SOIL, SUBSOIL - MOISTURE, MEASURED IN PCT ADEQUATE","TOTAL","NOT SPECIFIED","71",""
"SURVEY","2015","WEEK #32","2015-08-09","STATE","MARYLAND","24","","","","","","","00000000","","SOIL","SOIL, SUBSOIL - MOISTURE, MEASURED IN PCT SHORT","TOTAL","NOT SPECIFIED","10",""
"SURVEY","2015","WEEK #32","2015-08-09","STATE","MARYLAND","24","","","","","","","00000000","","SOIL","SOIL, SUBSOIL - MOISTURE, MEASURED IN PCT SURPLUS","TOTAL","NOT SPECIFIED","10",""
"SURVEY","2015","WEEK #32","2015-08-09","STATE","MARYLAND","24","","","","","","","00000000","","SOIL","SOIL, SUBSOIL - MOISTURE, MEASURED IN PCT VERY SHORT","TOTAL","NOT SPECIFIED","9",""
"SURVEY","2015","WEEK #32","2015-08-09","STATE","MARYLAND","24","","","","","","","00000000","","SOIL","SOIL, TOPSOIL - MOISTURE, MEASURED IN PCT ADEQUATE","TOTAL","NOT SPECIFIED","65",""
"SURVEY","2015","WEEK #32","2015-08-09","STATE","MARYLAND","24","","","","","","","00000000","","SOIL","SOIL, TOPSOIL - MOISTURE, MEASURED IN PCT SHORT","TOTAL","NOT SPECIFIED","14",""
"SURVEY","2015","WEEK #32","2015-08-09","STATE","MARYLAND","24","","","","","","","00000000","","SOIL","SOIL, TOPSOIL - MOISTURE, MEASURED IN PCT SURPLUS","TOTAL","NOT SPECIFIED","12",""
"SURVEY","2015","WEEK #32","2015-08-09","STATE","MARYLAND","24","","","","","","","00000000","","SOIL","SOIL, TOPSOIL - MOISTURE, MEASURED IN PCT VERY SHORT","TOTAL","NOT SPECIFIED","9",""
"SURVEY","2015","WEEK #33","2015-08-16","STATE","MARYLAND","24","","","","","","","00000000","","SOIL","SOIL, SUBSOIL - MOISTURE, MEASURED IN PCT ADEQUATE","TOTAL","NOT SPECIFIED","69",""
"SURVEY","2015","WEEK #33","2015-08-16","STATE","MARYLAND","24","","","","","","","00000000","","SOIL","SOIL, SUBSOIL - MOISTURE, MEASURED IN PCT SHORT","TOTAL","NOT SPECIFIED","13",""
"SURVEY","2015","WEEK #33","2015-08-16","STATE","MARYLAND","24","","","","","","","00000000","","SOIL","SOIL, SUBSOIL - MOISTURE, MEASURED IN PCT SURPLUS","TOTAL","NOT SPECIFIED","9",""
"SURVEY","2015","WEEK #33","2015-08-16","STATE","MARYLAND","24","","","","","","","00000000","","SOIL","SOIL, SUBSOIL - MOISTURE, MEASURED IN PCT VERY SHORT","TOTAL","NOT SPECIFIED","9",""
"SURVEY","2015","WEEK #33","2015-08-16","STATE","MARYLAND","24","","","","","","","00000000","","SOIL","SOIL, TOPSOIL - MOISTURE, MEASURED IN PCT ADEQUATE","TOTAL","NOT SPECIFIED","61",""
"SURVEY","2015","WEEK #33","2015-08-16","STATE","MARYLAND","24","","","","","","","00000000","","SOIL","SOIL, TOPSOIL - MOISTURE, MEASURED IN PCT SHORT","TOTAL","NOT SPECIFIED","19",""
"SURVEY","2015","WEEK #33","2015-08-16","STATE","MARYLAND","24","","","","","","","00000000","","SOIL","SOIL, TOPSOIL - MOISTURE, MEASURED IN PCT SURPLUS","TOTAL","NOT SPECIFIED","11",""
"SURVEY","2015","WEEK #33","2015-08-16","STATE","MARYLAND","24","","","","","","","00000000","","SOIL","SOIL, TOPSOIL - MOISTURE, MEASURED IN PCT VERY SHORT","TOTAL","NOT SPECIFIED","9",""
"SURVEY","2015","WEEK #34","2015-08-23","STATE","MARYLAND","24","","","","","","","00000000","","SOIL","SOIL, SUBSOIL - MOISTURE, MEASURED IN PCT ADEQUATE","TOTAL","NOT SPECIFIED","71",""
"SURVEY","2015","WEEK #34","2015-08-23","STATE","MARYLAND","24","","","","","","","00000000","","SOIL","SOIL, SUBSOIL - MOISTURE, MEASURED IN PCT SHORT","TOTAL","NOT SPECIFIED","23",""
"SURVEY","2015","WEEK #34","2015-08-23","STATE","MARYLAND","24","","","","","","","00000000","","SOIL","SOIL, SUBSOIL - MOISTURE, MEASURED IN PCT SURPLUS","TOTAL","NOT SPECIFIED","2",""
"SURVEY","2015","WEEK #34","2015-08-23","STATE","MARYLAND","24","","","","","","","00000000","","SOIL","SOIL, SUBSOIL - MOISTURE, MEASURED IN PCT VERY SHORT","TOTAL","NOT SPECIFIED","4",""
"SURVEY","2015","WEEK #34","2015-08-23","STATE","MARYLAND","24","","","","","","","00000000","","SOIL","SOIL, TOPSOIL - MOISTURE, MEASURED IN PCT ADEQUATE","TOTAL","NOT SPECIFIED","69",""
"SURVEY","2015","WEEK #34","2015-08-23","STATE","MARYLAND","24","","","","","","","00000000","","SOIL","SOIL, TOPSOIL - MOISTURE, MEASURED IN PCT SHORT","TOTAL","NOT SPECIFIED","26",""
"SURVEY","2015","WEEK #34","2015-08-23","STATE","MARYLAND","24","","","","","","","00000000","","SOIL","SOIL, TOPSOIL - MOISTURE, MEASURED IN PCT SURPLUS","TOTAL","NOT SPECIFIED","4",""
"SURVEY","2015","WEEK #34","2015-08-23","STATE","MARYLAND","24","","","","","","","00000000","","SOIL","SOIL, TOPSOIL - MOISTURE, MEASURED IN PCT VERY SHORT","TOTAL","NOT SPECIFIED","1",""
"SURVEY","2015","WEEK #35","2015-08-30","STATE","MARYLAND","24","","","","","","","00000000","","SOIL","SOIL, SUBSOIL - MOISTURE, MEASURED IN PCT ADEQUATE","TOTAL","NOT SPECIFIED","66",""
"SURVEY","2015","WEEK #35","2015-08-30","STATE","MARYLAND","24","","","","","","","00000000","","SOIL","SOIL, SUBSOIL - MOISTURE, MEASURED IN PCT SHORT","TOTAL","NOT SPECIFIED","28",""
"SURVEY","2015","WEEK #35","2015-08-30","STATE","MARYLAND","24","","","","","","","00000000","","SOIL","SOIL, SUBSOIL - MOISTURE, MEASURED IN PCT SURPLUS","TOTAL","NOT SPECIFIED","2",""
"SURVEY","2015","WEEK #35","2015-08-30","STATE","MARYLAND","24","","","","","","","00000000","","SOIL","SOIL, SUBSOIL - MOISTURE, MEASURED IN PCT VERY SHORT","TOTAL","NOT SPECIFIED","4",""
"SURVEY","2015","WEEK #35","2015-08-30","STATE","MARYLAND","24","","","","","","","00000000","","SOIL","SOIL, TOPSOIL - MOISTURE, MEASURED IN PCT ADEQUATE","TOTAL","NOT SPECIFIED","62",""
"SURVEY","2015","WEEK #35","2015-08-30","STATE","MARYLAND","24","","","","","","","00000000","","SOIL","SOIL, TOPSOIL - MOISTURE, MEASURED IN PCT SHORT","TOTAL","NOT SPECIFIED","32",""
"SURVEY","2015","WEEK #35","2015-08-30","STATE","MARYLAND","24","","","","","","","00000000","","SOIL","SOIL, TOPSOIL - MOISTURE, MEASURED IN PCT SURPLUS","TOTAL","NOT SPECIFIED","4",""
"SURVEY","2015","WEEK #35","2015-08-30","STATE","MARYLAND","24","","","","","","","00000000","","SOIL","SOIL, TOPSOIL - MOISTURE, MEASURED IN PCT VERY SHORT","TOTAL","NOT SPECIFIED","2",""
"SURVEY","2015","WEEK #36","2015-09-06","STATE","MARYLAND","24","","","","","","","00000000","","SOIL","SOIL, SUBSOIL - MOISTURE, MEASURED IN PCT ADEQUATE","TOTAL","NOT SPECIFIED","53",""
"SURVEY","2015","WEEK #36","2015-09-06","STATE","MARYLAND","24","","","","","","","00000000","","SOIL","SOIL, SUBSOIL - MOISTURE, MEASURED IN PCT SHORT","TOTAL","NOT SPECIFIED","27",""
"SURVEY","2015","WEEK #36","2015-09-06","STATE","MARYLAND","24","","","","","","","00000000","","SOIL","SOIL, SUBSOIL - MOISTURE, MEASURED IN PCT SURPLUS","TOTAL","NOT SPECIFIED","2",""
"SURVEY","2015","WEEK #36","2015-09-06","STATE","MARYLAND","24","","","","","","","00000000","","SOIL","SOIL, SUBSOIL - MOISTURE, MEASURED IN PCT VERY SHORT","TOTAL","NOT SPECIFIED","18",""
"SURVEY","2015","WEEK #36","2015-09-06","STATE","MARYLAND","24","","","","","","","00000000","","SOIL","SOIL, TOPSOIL - MOISTURE, MEASURED IN PCT ADEQUATE","TOTAL","NOT SPECIFIED","42",""
"SURVEY","2015","WEEK #36","2015-09-06","STATE","MARYLAND","24","","","","","","","00000000","","SOIL","SOIL, TOPSOIL - MOISTURE, MEASURED IN PCT SHORT","TOTAL","NOT SPECIFIED","35",""
"SURVEY","2015","WEEK #36","2015-09-06","STATE","MARYLAND","24","","","","","","","00000000","","SOIL","SOIL, TOPSOIL - MOISTURE, MEASURED IN PCT SURPLUS","TOTAL","NOT SPECIFIED","4",""
"SURVEY","2015","WEEK #36","2015-09-06","STATE","MARYLAND","24","","","","","","","00000000","","SOIL","SOIL, TOPSOIL - MOISTURE, MEASURED IN PCT VERY SHORT","TOTAL","NOT SPECIFIED","19",""
"SURVEY","2015","WEEK #37","2015-09-13","STATE","MARYLAND","24","","","","","","","00000000","","SOIL","SOIL, SUBSOIL - MOISTURE, MEASURED IN PCT ADEQUATE","TOTAL","NOT SPECIFIED","52",""
"SURVEY","2015","WEEK #37","2015-09-13","STATE","MARYLAND","24","","","","","","","00000000","","SOIL","SOIL, SUBSOIL - MOISTURE, MEASURED IN PCT SHORT","TOTAL","NOT SPECIFIED","36",""
"SURVEY","2015","WEEK #37","2015-09-13","STATE","MARYLAND","24","","","","","","","00000000","","SOIL","SOIL, SUBSOIL - MOISTURE, MEASURED IN PCT SURPLUS","TOTAL","NOT SPECIFIED","2",""
"SURVEY","2015","WEEK #37","2015-09-13","STATE","MARYLAND","24","","","","","","","00000000","","SOIL","SOIL, SUBSOIL - MOISTURE, MEASURED IN PCT VERY SHORT","TOTAL","NOT SPECIFIED","10",""
"SURVEY","2015","WEEK #37","2015-09-13","STATE","MARYLAND","24","","","","","","","00000000","","SOIL","SOIL, TOPSOIL - MOISTURE, MEASURED IN PCT ADEQUATE","TOTAL","NOT SPECIFIED","52",""
"SURVEY","2015","WEEK #37","2015-09-13","STATE","MARYLAND","24","","","","","","","00000000","","SOIL","SOIL, TOPSOIL - MOISTURE, MEASURED IN PCT SHORT","TOTAL","NOT SPECIFIED","32",""
"SURVEY","2015","WEEK #37","2015-09-13","STATE","MARYLAND","24","","","","","","","00000000","","SOIL","SOIL, TOPSOIL - MOISTURE, MEASURED IN PCT SURPLUS","TOTAL","NOT SPECIFIED","5",""
"SURVEY","2015","WEEK #37","2015-09-13","STATE","MARYLAND","24","","","","","","","00000000","","SOIL","SOIL, TOPSOIL - MOISTURE, MEASURED IN PCT VERY SHORT","TOTAL","NOT SPECIFIED","11",""
"SURVEY","2015","WEEK #38","2015-09-20","STATE","MARYLAND","24","","","","","","","00000000","","SOIL","SOIL, SUBSOIL - MOISTURE, MEASURED IN PCT ADEQUATE","TOTAL","NOT SPECIFIED","50",""
"SURVEY","2015","WEEK #38","2015-09-20","STATE","MARYLAND","24","","","","","","","00000000","","SOIL","SOIL, SUBSOIL - MOISTURE, MEASURED IN PCT SHORT","TOTAL","NOT SPECIFIED","37",""
"SURVEY","2015","WEEK #38","2015-09-20","STATE","MARYLAND","24","","","","","","","00000000","","SOIL","SOIL, SUBSOIL - MOISTURE, MEASURED IN PCT SURPLUS","TOTAL","NOT SPECIFIED","2",""
"SURVEY","2015","WEEK #38","2015-09-20","STATE","MARYLAND","24","","","","","","","00000000","","SOIL","SOIL, SUBSOIL - MOISTURE, MEASURED IN PCT VERY SHORT","TOTAL","NOT SPECIFIED","11",""
"SURVEY","2015","WEEK #38","2015-09-20","STATE","MARYLAND","24","","","","","","","00000000","","SOIL","SOIL, TOPSOIL - MOISTURE, MEASURED IN PCT ADEQUATE","TOTAL","NOT SPECIFIED","48",""
"SURVEY","2015","WEEK #38","2015-09-20","STATE","MARYLAND","24","","","","","","","00000000","","SOIL","SOIL, TOPSOIL - MOISTURE, MEASURED IN PCT SHORT","TOTAL","NOT SPECIFIED","36",""
"SURVEY","2015","WEEK #38","2015-09-20","STATE","MARYLAND","24","","","","","","","00000000","","SOIL","SOIL, TOPSOIL - MOISTURE, MEASURED IN PCT SURPLUS","TOTAL","NOT SPECIFIED","4",""
